,short_description
640,बूम पाय वीडिय छह साल ज्याद पुर बांग्लादेश है। 
641,बूम पाय तस्वीर 2008 जिसम नेपाल पुलिस तिब्ब निर्वासित व्यक्त के झड़प दर्श है। 
642,बूम आजतक पत्रकार बात बयान ख़ारिज किय 
643,वीडिय 2016 रोहित वेमुल आत्महत्य के ख़िलाफ प्रदर्शन दिल्ल पुलिस द्वार प्रदर्शनकार पिट 
644,बूम आपक ऐस पांच उदाहरण ले आय जैस दिख वाल तस्वीर इस्तेमाल ग़लत सूच फैल के लिय किय गय 
645,वीडिय 2018 फिल्म गय हाल के प्रदर्शन सम्बन्ध नह रख 
646,भारतीय ट्वीट पत्र फ़र्ज़ क़रार दिय बिपिन रावत के नाम वायरल 
647,बूम पाय अलग व्यक्त - कानपुर के प्रदर्शनकार दूसर मुज़फ़्फ़रनगर के मौल जिन्ह पुलिस कथित 
648,बूम पाय वीडिय 2017 मुंबई-पुण हाईव एक्सीडेंट के रूप वायरल 
649,बूम दिल्ल पुलिस बात कह वीडिय दिख रह राकेश त्याग साल पहल पुलिस सेवानिवृत्त गए। 
650,बूम पाय वीडिय मूल रूप श्रीलंक जेल शूट किय गय था। 
651,बूम पाय वीडिय 2011 शूट मोहाल पुलिसकर्म सिख प्रदर्शनकार पकड़ जबरदस् उसक पगड़ 
652,बूम पाय तस्वीर कनेरिय नह इस्लाम परिवर्तित के यूसुफ यूसुफ यूह तस्वीर 
653,स्पाइडरमैन द्वार ट्रेन रोक पीएम मोद भारत बच दिख लोकप्रिय मीम पुनरावृत्त है। 
654,वीडिय दिख गय पुलिस अधिकार महिल थप्पड़ मार रह है। महिल नाबालिग बलात्कार के विरोध प्रदर्शन 
655,बूम पाय वीडिय मूल रूप बांग्लादेश के ब्राह्मणबारिय जह मदरस छात्र स्थानीय दुकानदार के 
656,बूम पत लग सक्षम वीडिय दिख रह शख़्स विनोद सारंग दिल्ल पुलिस सीनियर इंस्पेक्टर 
657,बूम पाय वीडिय वायरल के तुरंत 2018 लड़क अप परिवार के पास वापस पहुंच थी। 
658,नई दिल्ल पीएम टिप्पण के विपरीत अमित शाह उनक पार्ट के घोषणापत्र असम के सीएम साल 
659,बूम पाय मूल तस्वीर पोस्टर के टेक्स्ट के छेड़छाड़ है। 
660,बूम पाय वायरल क्लिप चल रह सब-टाइटल सह तरीक नह दर्श कह रह 
661,बूम पाय प्रशासन के सदस्य मौक मौजूद डिटेंशन सेंटर के बार बात है। 
662,बूम पाय बच्चन ट्वीट 2012 दिल्ल सामूहिक बलात्कार के छात्र प्रदर्शनकार कार्रव के बार 
663,बूम पाय तस्वीर मूल रूप मराठ क्रांत मोर्च 2016 आयोजित किय गय 
664,फर्स्टपोस्ट क्विंट भ्रामक लेख लिख परिणीत चोपड़ बेट बच बेट पढ ब्रांड एम्बेसडर नह रह 
665,बूम पाय वास्तव तस्वीर पुलिस वकील के हज़ार कोर्ट झड़प के प्रदर्शन 
666,बूम पाय मूल तस्वीर दिल्ल के पुलिस अधिकार नवंबर वकील के झड़प के ख़िलाफ प्रदर्शन 
667,बूम पहल ख़ारिज किय भीलवाड़ पुलिस बूम बत मामल सांप्रदायिक राजनैतिक नह 
668,इमीग्रेशन अधिकार सैंडल मिल बांग्लादेश पासपोर्ट वीडिय सीएए के विरोध के मद्देनजर शेयर किय रह 
669,वायरल तस्वीर दाव किय रह प्रदर्शन वाल हिंद दरअसल मुस्लिम राजने है। 
670,बूम पाय वीडिय मूल रूप 2017 असम के अमचंग वन क्षेत्र वन बेदखल अभियान है। 
671,बूम पाय वीडिय हरियाण के गुड़गांव कथित तौर करण द्वार स्कूल बस तोड़फोड़ थी। 
672,दिल्ल पुलिस बूम पुष्ट तस्वीर दिख दे वाल शख़्स दिल्ल पुलिस के सिपाह अरविंद कुमार है। 
673,मुंबई टाट मेमोरियल हॉस्पिटल स्तन कैंसर के कीमोथेरेप के बाल के नुकसान के रोगविषयक 
674,वीडिय भ्रामक हाल पारित सीएए के विरोध प्रदर्शन के रुप शेयर किय गय था। 
675,हैदराबाद फिजियोथेरेपिस्ट नोबेल पुरस्कार विजे के निष्कर्ष ग़लत व्याख्य है। 
676,बूम पाय तस्वीर भारत नह बल्क 2017 कैर इजीप्ट पकड़ अपहरणकर् है। 
677,बूम पाय राहुल गाँध के तस्वीर सफ़ फेबिन केरल 
678,बूम दारुल उलूम के वाईस चांसलर बत दाव फ़र्ज़ जिसक दारुल उलूम सम्बन्ध नह 
679,भारत आधिकारिक अपराध डेट पीड़ित बलात्कार दोन के धर्म डेट एकत्र नह है। 
680,बूम जेएमआई के छात्र प्रतिनिध बात पुष्ट छात्र अस्पताल भर् अभ स्थिर है। 
681,बूम पाय तस्वीर सरबानंद सोनोवाल द्वार जल परियोज निरीक्षण जुड़ समाचार बुलेटिन स्क्रीन ग्रैब है। 
682,बूम पाय वायरल तस्वीर बांग्लादेश के चिटगॉन्ग ईद-ए-मिलाद के मौक निकाल जुलूस के शूट 
683,बूम पाय तीन तस्वीर असम नह ना नागरिक संशोधन विधेयक के विरोध संबंधित हैं। 
684,बूम झारखंड गांध द्वार दिए भाषण सु भारतीय महिल बलात्कार आह्वान जैस बयान नह पाय 
685,बूम इंटरनेट वीडिय पत लग पाय वीडिय नागरिक संशोधन बिल पारित पहल जनवर 2019 है। 
686,बूम पाय महिल पहचान अमरत शहजाद के रुप मुस्लिम पाकिस्तान के शाहपुर भंगुक निवास 
687,बूम पाय वीडिय नवंबर 2017 झारखंड पुलिस द्वार आयोजित मॉक ड्रिल है। 
688,बूम पाय कांग्रेस के नाम ग़लत बयान फैल रह है। अप टिप्पण सीएब के ख़िलाफ़ बात थी। 
689,तस्वीर दिख दे वाल शख्स विनय शर्म मामल वयस्क दोष ना नाबालिग है। 
690,बूम पाय चौंक वाल वीडिय मिस्र के काहिर टॉवर रिकॉर्ड किय गय न दुबई बुर्ज ख़लीफ़ में। 
691,बूम पाय वायरल वीडिय पुरस्कार पा वाल महिल हैदराबाद बलात्कार पीड़ि नह 
692,तस्वीर के झूठ दाव किय रह तमिलनाड के छात्र अय्यप्प माल पहन स्कूल शौचालय साफ सज 
693,बूम पाय वायरल तस्वीर हिंद अखबार दैनिक पूर्वोदय द्वार प्रकाशित तथ्य जांच लेख केवल हिस्स 
694,दाव ओडिश क्रिस्चन के किय रह ऐस वर्ताव 
695,ज़ न्यूज टीव 9 पुरा तस्वीर इस्तेमाल किय वेटनर डॉक्टर बलात्कार हत्य आरोप बताया। 
696,बूम पाय फुटेज वीडिय गेम मेडल ऑफ ऑनर है। 
697,बूम मोतिहार के सहायक पुलिस अधीक्षक बात बात पुष्ट घट मोतिहार नह 
698,साइबराबाद पुलिस कमिश्नर वीस सज्जन बूम बत आरोप नाबालिग नह 
699,लोग असंवेदनशील बत रह हैं। प्याज़ बढ़ कीमत के कारण लोग काफ परेशा साम पड़ रह है। 
700,बूम पाय वीडिय मूल रूप फ़ोटोग्राफ़र द्वार ऑस्ट्रेलिय के एडिलेड चिड़ियाघर शूट किय गय 
701,बूम पाय मूल रूप यमन घट जह व्यक्त बच्च के बलात्कार उसक हत्य के आरोप सार्वजनिक 
702,बूम पाय वीडिय फ़र्ज़ वास्तविक अंतिम संस्कार के वीडिय अलग 
703,बूम सूचीबद्ध नंबर जांच पत लग घोटाल कैस काम है। 
704,बूम पाय तस्वीर नाइजीरिय जह पादर अप बहन मानव कंकाल रख 
705,बूम पाय कन्हैय मौल अबुल कलाम आज़ाद बात रह काट छांट दिख गय 
706,बूम पाय पीएम मोद अप करीब सहय आरएसएस प्रफुल्भ दोश मौत के जुल 2016 किय 
707,हर रंग के लोग के शिवसे के उद्धव ठाकर एडिटेड तस्वीर संजय राउत के पैरोड अकाउंट ट्वीट 
708,बूम पाय वास्तविक तस्वीर उद्धव ठाकर अप पि बालासाहेब ठाकर तस्वीर नमन 
709,बूम पाय नेटिज़न्स द्वार शेयर गय तस्वीर मूल रूप अभिने सुनील जाधव फिल्म द अटैक्स ऑफ़ 26/11 
710,बूम पाय वीडिय उत्तर पूर्व ब्राज़ील जह दंपत चल बस यात्र लूट कोशिश के आरोप 
711,अधिकतर पोस्ट छात्र मुफ़्तखोर आश्रित बत रह महिल के प्रत फैल रह द्वेष झूठ 
712,बूम पाय लेख सबस पहल व्यंग मनोरंजक वेबसाइट प्रकाशित जिसक सच मा रह 
713,बूम पाय तस्वीर कर्नाटक के युवक ब्लड कैंसर पीड़ित 
714,बूम पाय तस्वीर मूल रूप 2012 ली दिल्ल निर्भय गैंग रेप के विरोध प्रदर्शनकार सड़क उतर 
715,बूम पाय तस्वीर 2005 ली गय जिसम लेबनन देश अशुर मुहर्रम भाग ले महिल दिख 
716,बूम पत लग सक्षम पीड़ित सुखराम मेघवाल लोग चोर के आरोप पीट 
717,बूम शंभव सिद्ध संपर्क किय मास्टर डिग्र छात्र जेएनय पढ़ रह । वायरल फ़ेसबुक पोस्ट 
718,बूम 2018 वीडिय सच बत । घट मोरक्क के मॉल । 
719,बूम पाय तस्वीर 1955 नेहर द्वार गय ब्रिटैन यात्र के 
720,वीडिय अमेरिक के टेक्सास वायरल जह स्थानीय पुलिस कह घट मेक्सिक सक 
721,बूम पाय ख़बर के दिय गय लिंक फ़र्ज़ वेबसाइट ले 
722,तिरुमाल तिरुपत देवस्थानम बूम पुष्ट ऑनलाइन प्रसारित वाल दाव ग़लत अभ निर्णय नह लिय 
723,बूम पाय तस्वीर 2013 नाटक ड्रॉइंग द लाइन भारत के विभाजन आधारित 
724,बूम पाय खान के जन्मदिन के दिन लाइट शो के बार लेख परन्त उसम पैस उधार बात नह 
725,बूम पाय आजतक द्वार ऐस शो नह किय गय जिसम चैनल समाचार दिय ऐस घट नह 
726,बूम पाय तस्वीर वास्तविक रूप ग्यारह साल पहल ली गय दिल्ल के फ़िरोज़ शाह कोटल मस्जिद 
727,फ़र्ज़ सन्देश दाव यद व्हाट्सएप्प आपक तीन सह के चिन्ह दिख इसक मतलब सरकार एजेंस 
728,मैनपुर पुलिस बूम बत झगड़ ठाकुर समूह इसम दलित शामिल नह 
729,तस्वीर वेबसाइट के माध्यम बन जिसम समाचार बुलेटिन नकल स्क्रीनशॉट बन गय 
730,लखनऊ पुलिस घायल मौल हमल के पीछ के सांप्रदायिक कारण इनकार किय 
731,बूम अयोध्य पुलिस अधीक्षक सुरक्ष बात वायरल मैसेज खंडन कह ऐस निगरा 
732,फतेहपुर पुलिस बूम बत शख़्स अप पत् हत्य । पत् के नाराज़ रिश्तेदार शख़्स मार 
733,वीडिय 2015 के कार्यक्रम भारतीय पाकिस्तान के प्रथागत मिठाईय आदन-प्रदान रह 
734,इज़राइल स्पायवेयर पेगासस द्वार लक्षित भारतीय शुभ्रांश चौधर बूम बात बत कैस 
735,बूम माधव नेशनल पार्क के रेंज अधिकार एलप आर्य संपर्क किय अफ़वाह ख़ारिज किय 
736,बूम पाय वायरल तस्वीर जिसम लड़क बत रह झूठ तस्वीर अलग अलग लड़क 
737,बूम पाय वायरल वीडिय पाकिस्तान के कराच घट साल अगस्त 
738,ओपइंडिय माइ नेशन ग़लत ख़बर दी रूस राष्ट्रपत व्लादिमीर पुतिन नरेंद्र मोद 2020 तमिलनाड दौर 
739,बूम पाय घट रोहतास बिहार जह भीड़ द्वार महिल बच्च चोर समझ लिय गय 
740,फ़र्ज़ ख़बर दाव किय रह हौंड मुफ़्त उपहार दे रह इसक अलाव कैडबर अमेज़न ऐस फ़र्ज़ संदेश 
741,बूम पाय नकल वायरल ग्राफ़िक के फोंट चैनल के आधिकारिक हैंडल ट्वीट ग्राफिक्स के फ़ॉन्ट मेल नह खा 
742,बूम पाय प्रदर्शन कमलेश तिवार द्वार बन हिन्द समाज पार्ट के कार्यकर्त किय 
743,भीलवाड़ पुलिस घट के पीछ सांप्रदायिक कारण साफ़ इनकार किय 
744,बूम पाय टीवी9 दिए इंटरव्य वो अप भाई द्वार किय भद्द बात अफ़सोस घृण रह 
745,वायरल पोस्ट दाव महिल गौतम अडा पत् बूम पाय दाव झूठ 
746,फ़र्ज़ पोस्ट आरोप लग लक्ष्म विलास बैंक अप शाख दी 
747,बूम शाहबाद एसडीएम बात इवीएम छेड़छाड़ के आरोप ख़ारिज कह जीप सरकार काम्प्लेक्स 
748,बूम पाय वरिष्ठ पत्रकार कुमार के नाम वायरल रह बयान मुर्शिदाबाद ट्रिपल मर्डर के सोशल मीडिय घूम 
749,बूम पाय भारतीय रिज़र्व बैंक कभ ऐस सन्देश आदेश जार नह किय जिसम 2000 के नोट अवैध घोषित 
750,बूम मथुर पुलिस बात बत अपराध ख़ुद कार आग लग हड़कंप मच ताक मीडिय आकर्षित 
751,बूम पाय अस्थाय सड़क चार महीन के ट्रैफिक के खोल गय न 24 घंट जैस दाव किय गय 
752,बूम पाय रतन टाट ऐस कभ नह कह मुख्य धार के मीडिय संस्थान सन्दर्भ लेख नह लिख 
753,बूम पाय मूल हेडलाइन फ़ोटोशॉप किय गय नकल बन गय 
754,घट के भ्रामक दाव शुर दिय पाल राष्ट्रीय स्वयंसेवक संघ के संबंध उनक मौत कारण 
755,बूम पाय तस्वीर मूल रूप मेहेद हसन रसल बांग्लादेश के इंजीनियरिंग छात्र अबरार फ़हद मौत के मुख्य 
756,फ़र्ज़ ट्वीटर अकाउंट के झांस आय CNBC-TV18 अभिजीत बनर्ज के नाम फेक ट्विटर अकाउंट मा असल 
757,बूम मेरठ पुलिस बात बत मुज़फ़्फ़रनगर गिरोह काफ दिन एटीएम गैस कटर मदद लूट 
758,पीएमओ डेट पूर्व पीएम मनमोहन सिंह के अर्काइव पत चल मोद विदेश यात्र के संबंध अमित शाह दाव 
759,बूम पाय घट अलाहबाद 2018 अलाहबाद विश्वविद्यालय के विद्यार्थ काफ़िल रोक 
760,बूम पाय महज़ 7000 फॉलोवर्स वाल फ़ेसबुक पेज बीबीस न्यूज़ के लोग ले बन गय फ़र्ज़ 
761,बलरामपुर पुलिस कह आठ लोग गिरफ़्तार किय गय क्षेत्र शांत 
762,निर्देशक कार्तिक सारागुर बूम बत दृश्य उनक फिल्म विवेकानंद बाए विवेकानंद 
763,बूम पाय प्राइम टाइम रवीश हाल रफाल सुपुर्दग एपीसोड नह किय इसक स्पष्टीकरण 
764,दाव के पीएम मोद के तस्वीर छोट राजन मूल तस्वीर फ़ोटोशॉप किय गय 
765,बूम पाय शख़्स देवास गिरफ़्तार किय गय उसक भारतीय रिज़र्व बैंक ना नह वायरल रह दाव 
766,बूम पहच नाच वाल सख्स स्वर्गीय कुंवरज लोदय उनक भाई मुलज लोदय गुजरात के व्यवसाय 
767,बूम पाय शख़्स यूसिफ़ अलक़ुत सऊद अरब रह वाल घट के रियाद पुलिस गिरफ़्तार 
768,बूम पाय तस्वीर मूल रूप फिल्म नाइन ऑवर्स टू राम लिय गय स्क्रीनशॉट 
769,बूम पाय अकाउंट हट दिय गय बन के अलग-अलग लड़क पहचान चुर - तस्वीर 
770,बूम गोव पुलिस अधीक्षक पंकज कुमार सिंह बात बत आरोप पैस के चल कदम उठ 
771,बूम पाय तस्वीर असल वर्ल्ड इकनोमिक फोरम 2018 साल सभ जह पाकिस्ता मंत्रीगण मौजूद नह 
772,बूम पाय वास्तविक तस्वीर एसोसिएटेड प्रेस द्वार 1946 ली गय जिसम जवाहरलाल नेहर के गाँध हँस नज़र 
773,बूम पाय अनिल उपाध्याय के हवाल वायरल बयान असल संत युवराज बयान 
774,डोनाल्ड ट्रम्प कार्बनकॉप डेनिस एलन मंचन वर्ष शुरुआत यूनाइटेड किंगडम के ट्राफलगर स्क़्वेअर आयोजित 
775,बूम पाय क्लिप हैडलाइन सफ एडिट किय गय शब्द ‘मैनेजर’ ‘मौलवी’ बदल दिय गय 
776,बूम पाय पाकिस्तान के मुल्तान घट वीडिय जिसक कश्मीर सम्बन्ध नह 
777,बूम पाय घट सऊद बच्च बेरहम पिट रह महिल उनक माँ तलाक़ के पत पैस ले 
778,बूम पाय अमेज़न के पास स्पिन विन ऑफर केवल अमेज़न इंडिय ऐप उपलब्ध है। 
779,बूम पाय बाढ़ अगस्त मही मोरक्क के तरोडान्ट इलाक आय जिसम सात लोग मार 
780,बूम पाय तस्वीर विश्व के प्रमुख शहर आयोजित वैश्विक जलवाय हड़ताल 
781,बूम पाय वीडिय 2008 शूट किय गय के मुख़्य मंत्र नरेंद्र मोद पूर राज्य अवैध इमारत 
782,बूम पाय तस्वीर 1955 नेहर इंदिर गांध रूस के मैग्नीटोगोर्स्क 
783,बूम पाय हालांक मुख्य धार मीडिय इसपर लेख नह लिख परन्त वीडिय यूट्यूब साल पहल अपलोड किय 
784,बूम पाय वीडिय अक्टूबर 2009 ऑनलाइन मौजूद कथित तौर पाकिस्ता तालिबान संबंध के 
785,बूम पाय टाइम्स नाउ द्वार प्रसारित क्लिप अप्रैल 2019 पीएम मोद के पुन चुनाव अभियान के डांस सीक्वेंस 
786,बूम ऑप्टिकल इल्यूशन के निर्म प्रोफेसर अकिओश कितोक संपर्क किय दाव ख़ारिज दिय 
787,बूम पाय नए अधिनियम यात्र जुर्म लग जाएग वाहन के पीछ बैठ सीटबेल्ट नह पहन 
788,बूम पिथोर प्रभार बात पत किय लड़क लड़क दोन हिन्द धर्म मान वाल लड़क मुस्लिम कह 
789,बूम पाय तस्वीर तीन साल पुरा बयान के मुख्य धार के मीडिय संस्थान विश्लेशण लेख नह 
790,बूम पाय वायरल क्लिप 2016 के लोकप्रिय अमेरिक डांस शो ‘स यू थिंक यू कैन डांस ’क एपिसोड 
791,बूम गोरखपुर के अतिरिक्त एसप सिट डॉ कौस्तुभ संपर्क किय कह वास्तविक संदेश अफवाह के 
792,बूम पाय सभ तस्वीर हांगकांग प्रत्यर्पण बिल के ख़िलाफ चल रह विरोध प्रदर्शन 
793,बूम पाय तस्वीर पांच साल पुरा इसम रामदेव के दिख रह महिल कैंसर पीड़ित 
794,तस्वीर 2018 प्राइम टाइम शो स्क्रीनग्रैब जिसम एनडीटीव के वरिष्ठ पत्रकार उन्ह मिल रह जान 
795,बूम वसीम के सह-कलाकार फरहान अख़्तर संपर्क किय कह साल फरवर तस्वीर ली ट्वीट 
796,बूम पाय उत्तर कोरिय के सर्वोच्च के हवाल वायरल बयान मुख्य धार के मीडिय संस्थान प्रकाशित 
797,बूम मिशन मंगल के सह-निर्म आर बाल्क संपर्क किय दाव खारिज किय है।कुमार अभ ऐस 
798,बूम पाय वीडिय देश भर चल रह चालान कार्यक्रम जोड़ वायरल किय रह ग़लत हज़ार संख्य 
799,बूम पाय बयान के वायरल तस्वीर साल भर पुरा फिलहाल रवीश कुमार रमोन मैग्सेस पुरुष्कार प्राप्त 
800,बूम पाय वीडिय पाकिस्तान के केप के हंग पुलिस ट्रेनिंग कॉलेज शूट किय गय 
801,बूम पाय वायरल तस्वीर फ़ोटोशॉप्ड मीमराव नामक ट्वीटर यूज़र फ़ोटोशॉप बन 
802,बूम पाय स्विस बैंक कॉर्पोरेशन जिसक लेटरहेड दस्तावेज़ बन गय 2011 मौजूद नह 
803,ग़लत सन्दर्भ वायरल तस्वीर वीडिओज़ पर्यावरण बेहतर के उठ गय कदम जिसक मकसद प्रदूषण 
804,बूम अलग-अलग प्राइम टाइम शो के पूर एपिसोड मिल । 2013 दूसर सप्ताह पुर 
805,बूम पाय वीडिय मूल रूप 2014 सीरिय के होटल भयानक विस्फ़ोट पूर अलेप्प शहर दहल गय 
806,अहमदनगर लोकल क्राइम ब्रांच बूम बत वीडिय 3 सितम्बर मॉक ड्रिल 
807,वीडिय मौजूद शख़्स असम पुलिस गिरफ़्तार लिय जेल मुक़दम इंतज़ार रह 
808,पहल तस्वीर जून 2017 जम्मू-कश्मीर के पुलिसकर्म के अंतिम संस्कार ली जबक दूसर तस्वीर गाज़ 2014 
809,सोशल मीडिय वायरल वीडिय फ़र्ज़ जिसक वॉइस ओवर जोड़ गय 
810,घट के पुलिस करीब 30 छात्र गिरफ़्तार किय जबक एमएसएफ के राष्ट्रीय अध्यक्ष टीओप अशरफ अल कह 
811,बूम पाय हज़ार बार शेयर गय तस्वीर बयान फ़र्ज़ तौर बन गय तस्वीर मरियम ख़ालिक 
812,पाकिस्तान सरकार के ख़िलाफ मुज़फ़्फ़राबाद गिलगिट कोटल रह विरोध प्रदर्शन ट्विटर फ़ेसबुक वीडिय 
813,बूम पाय वीडिय कराच पाकिस्तान शूट किय गय इसक भारत सम्बन्ध नह 
814,बूम पाय वीडिय घंट आंध्र प्रदेश स्थित सत्य साई राम के आश्रम प्रशांत निलयम शूट किय गय 
815,बूम रिज़र्व बैंक द्वार जार सूच पढ़ जिसम साफ़ तौर वायरल संदेश ग़लत ठहर गय 
816,बूम पाय वीडिय जुल 2019 पश्चिम बंगाल के कोच बिहार टीएमस बीजेप कार्यकर् के झड़प 
817,बूम पाय मूल कार्टून लॉस एंजेलेस टाइम्स के लेख 2012 प्रकाशित 
818,बूम पाय फ़ोट गाज़ स्ट्रिप इज़रायल हमल के दिसंबर 2008 ली गय 
819,बूम पाय वीडिय मई 2018 शूट किय गय इसक कश्मीर मुद्द सम्बन्ध नह 
820,बूम पाय वीडिय मूल रूप हिमाचल प्रदेश जह अवैध अतिक्रमण हट के राज्य हाई कोर्ट पिछल साल 
821,वायरल वीडिय अनुच्छेद 370 के कश्मीर हट के स्थित के पुर विरोध घट जोड़ 
822,बूम पाय वीडिय जनवर प्रयागराज शूट किय गय प्रियंक गाँध पूर्व उत्तर प्रदेश भार 
823,बूम पाय वीडिय पांच साल पुर ऐपिएन न्यूज़ नामक वेबसाइट वर्ष 2014 अपलोड किय वीडिय 
824,बूम पाय मूल तस्वीर नरेंद्र मोद अरब अमीर टोप नह पह 
825,बूम पाय वीडिय पाकिस्तान के सिंध प्रांत मई 2019 वायरल 
826,बूम एनडीटीव के वरिष्ठ पत्रकार रवीश कुमार बात दाव सिर नकार दिय 
827,बूम पाय वीडिय 2015 फ़ेसबुक मौजूद दाव कश्मीर मुद्द जोड़ सांप्रदायिक रंग दे 
828,बूम पाय जवान जगवीर सिंह सरकार भू माफ़िय के ख़िलाफ कार्यवाह के मदद मांग रह न प्रधानमंत्र 
829,बूम बीबीस हिंद संपर्क किय पाय उन्ह सोर्स बत किय दाव फ़र्ज़ 
830,बूम अप जांच पाय युवक के मार पीट के कुबुलव गय बच्च चोर 
831,बूम पाय मीर द्वार ट्वीट किय गय वीडिय जून 2018 जह युव के समूह दक्षिण कश्मीर सुरक्ष बल 
832,बूम पाय चार तीन तस्वीर साल पुरा अलग अलग मौक ली गय चौथ तस्वीर खुशहाल माहौल 
833,बूम पाय वीडिय महाराष्ट्र के अमराव पुलिस अधिकार द्वार आयोजित मॉक ड्रिल दिख गय 
834,बूम पाय वीडिय मौजूद व्यक्त मुंबई पुलिस कमिश्नर नह बल्क भारतीय सशस्त्र बल के सेवानिवृत्त 
835,वीडिय जम्म कश्मीर निरस्त धार 370 35 ए के चल शेयर किय रह 
836,वीडिय उत्तराखंड के मॉक ड्रिल भारत अमेरिक के संयुक्त सैन्य अभ्यास के हिस्स के रूप आयोजित 
837,बूम पाय क्लिप 2017 भारतीय द्वार आयोजित जम्म कश्मीर क्रिकेट टूर्नामेंट धो चीफ़ 
838,बूम पाय वीडिय 2016 यूट्यूब अपलोड किय गय इसक हाल जम्म कश्मीर वाल राजनैतिक 
839,बूम पाय वीडिय मूल रूप 2015 बिहार के गर्दनीबाग इलाक मदरस शिक्षक द्वार किय विरोध प्रदर्शन 
840,बूम पाय वायरल वीडिय भाजप रैल अप्रैल 2019 जम्म 
841,बूम पाय 2018 जम्म कश्मीर लोकल अर्बन बॉड चुनाव के पहल चरण के गिला अलगाववाद 
842,वायरल पोस्ट दाव किय गय वीडिय जम्मू-कश्मीर मुसलमान भारत के समर्थन नार लग दिख 
843,बूम पाय वीडिय गोव छह मही पुर वीडिय कह बुर्क पह शख़्स के भाजप जुड़ 
844,बूम पाय वायरल तस्वीर वर्ष 2014 खींच गय इसम दिख रह लड़क फ़िलिस्ती ना कश्मीर 
845,दाव किय रह तोप कश्मीर घाट रह उथल-पुथल के चल भेज रह बूम पाय करीब चार 
846,बूम पाय वीडिय 2017 शूट किय गय जिसम महिल पीट निर्णय गांव के मुखिय लिय 
847,वायरल बयान ज़ोमैट के संस्थापक सीईओ दीपिंदर गोयल के स्टेटमेंट तोड़-मरोड़ मामल सांप्रदायिक रंग दिय 
848,बूम अर्जु मोरगांव पुलिस बात घट के सांप्रदायिक कोण इनकार किय 
849,सोशल मीडिय वायरल संदेश दाव किय गय बेंगलुर के नगरभव बच्च अपहरण लिय गय 
850,बूम किंग जॉर्ज मेडिकल यूनिवर्सिट के आधिकारिक प्रवक् बात पीड़ि के ज़िंद पुष्ट 
851,बूम पाय तस्वीर जोड़ सोशल मीडिय दाव किय रह मध्य प्रदेश पुलिस के प्रवक् विस्तृत जानकार 
852,इंडिय गेट युद्ध स्मारक तत्कालीन ब्रिटिश भारतीय के सैनिक सम्मानित के बन गय प्रथम 
853,बूम पाय वायरल रह तस्वीर असंबंधित थीं चंद्रयान 2 अंतरिक्ष यान द्वार नह ली थीं 
854,लोकसभ के जवाब चुनाव आयोग द्वार स्पॉट फ़र्ज़ समाचार के मामल संख्य बत है। सबस ज्याद मामल 
855,भारतीय एथलीट स्वप् बर्मन के परिवार उनक जीत प्रतिक्रिय के वीडिय ग़लत तरीक हिम दास जोड़ रह 
856,बूम पाय नकल वेबसाइट लोग ग़लत तरीक जानकार ले के ऑनलाइन फ़ॉर्म झांस इस्तेमाल किय 
857,वायरल पोस्ट दाव रशियन सरकार देशवासिय के स्वास्थ कल्याण के मद्देनज़र स्कीम शुर हालांक 
858,बूम मुंबई पुलिस के पीआरओ मंजूनाथ सिंग बात पुष्ट प्रसारित वाल वीडिय नकल 
859,तस्वीर 2016 गुजरात पुलिस होटल चल रह अवैध हथियार रैकेट भंडाफोड़ किय 
860,बूम पाय वीडिय क्लिप अल्लाह-हू-अकबर आवाज जोड़ गय 
861,दिल्ल पुलिस बूम बत मंदिर तोड़फोड़ शामिल लोग पुरा दिल्ल के तथ उनक बजरंग दल ले 
862,बूम अभिने के प्रतिनिध तबरेज़ अंसार के परिवार के सदस्य बात वायरल पोस्ट खंडन किय 
863,बूम पाय वायरल तस्वीर अक्टूबर 2017 बेंगलुर कॉलेज द्वार वितरित अध्ययन सामग्र 
864,बूम पाय पिछल असम बाढ़ तस्वीर हालिय बाढ़ के तस्वीर के रूप फैल गय 
865,वायरल पोस्ट तीन तस्वीर के ज़रिय दाव किय हिन्द लड़क रोज़ रख लव जिहाद के चक् 
866,तस्वीर दिख रह तीन लडक दरअसल फ़िल्म अभिने आमिर खान भतीज बेट 
867,दस मही पुर वीडिय दरअसल बरेल पुलिस कर्म गाल दे दिख रह शख़्स समाजवाद युवजन सभ 
868,बूम तबरेज़ अंसार के चाच चचेर भाई संपर्क किय दाव अफ़वाह बत 
869,छात्र दरअसल अप प्रिंसिपल साबिर शेख के समर्थन साबिर साब ज़िंदाबाद के नार लग रह ना पाकिस्तान ज़िंदाबाद 
870,आंकड़ वायरल फ़ेसबुक पोस्ट द्वार फैल रह सोशल मीडिय यूज़र द्वार सच मा रह है। हालांक 
871,बूम पाय वायरल वीडिय क्लिप चार साल पुरा अलग सन्दर्भ रिकॉर्ड गय 
872,बूम पाय वीडिय गुजरात के सूरत है। घट मॉब लिंचिंग विरोध के निकाल रैल के 
873,वायरल पोस्ट वर्ष 2011 अनशन फ़ोट गलत कैप्शन के शेयर किय गय 
874,बूम दिल्ल पुलिस संपर्क किय मालूम चल ऐस सन्देश आधिकारिक तौर दिल्ल पुलिस जार नह 
875,बूम पाय फव्वार ध्वन के संचालित किय सक वीडिय लड़क आ चिल्ल रह ना ॐ 
